book_id,neighbor_id,similarity
4164,6958,0.2677
4164,6474,0.1342
4164,421,0.1252
4164,689,0.12
4164,320,0.1175
4164,2704,0.1088
4164,3766,0.1081
4164,2378,0.107
4164,1190,0.1048
4165,4143,0.4629
4165,2726,0.3773
4165,2112,0.2726
4165,827,0.2485
4165,6515,0.2268
4165,2104,0.2022
4165,1080,0.2013
4165,7190,0.1991
4165,5736,0.1875
4165,2161,0.1847
4166,74,0.0895
4166,3723,0.0852
4166,275,0.0794
4166,88,0.0794
4166,234,0.0786
4166,47,0.0781
4166,1095,0.0776
4166,1678,0.0768
4166,369,0.0763
4166,147,0.0759
4167,6448,0.7605
4167,5582,0.6666
4167,6780,0.6568
4167,6640,0.5994
4167,1350,0.2297
4167,1259,0.2269
4167,747,0.2074
4167,223,0.1405
4167,1155,0.1385
4167,2968,0.1313
4168,8421,0.2973
4168,3102,0.2928
4168,2251,0.1796
4168,9613,0.1772
4168,3847,0.1729
4168,6907,0.1702
4168,5133,0.1459
4168,3475,0.1405
4168,8693,0.1363
4168,9786,0.1223
4169,1013,0.3576
4169,3159,0.3243
4169,6663,0.3241
4169,9002,0.2859
4169,8877,0.2549
4169,913,0.1805
4169,4136,0.1601
4169,3606,0.1324
4169,5094,0.1297
4169,8246,0.1292
4170,5965,0.5485
4170,6735,0.4748
4170,7595,0.4259
4170,4156,0.1969
4170,2134,0.1882
4170,1608,0.1848
4170,224,0.1828
4170,1140,0.1823
4170,210,0.1809
4170,756,0.176
4171,7000,0.1428
4171,2292,0.1325
4171,4264,0.1309
4171,5373,0.1247
4171,7114,0.1238
4171,4980,0.1197
4171,8748,0.114
4171,3272,0.1131
4171,3093,0.1116
4171,8616,0.1115
4172,4259,0.4884
4172,3097,0.4736
4172,5818,0.4513
4172,5006,0.4481
4172,6942,0.4364
4172,3213,0.4313
4172,4754,0.3993
4172,2432,0.3891
4172,3605,0.3861
4172,3258,0.3791
4173,6331,0.3201
4173,2514,0.2398
4173,9441,0.2101
4173,735,0.1815
4173,7784,0.1733
4173,2678,0.1702
4173,9779,0.1687
4173,1623,0.1643
4173,568,0.1627
4173,532,0.1611
4174,286,0.1457
4174,302,0.1406
4174,152,0.13
4174,169,0.1133
4174,716,0.1053
4174,821,0.1052
4174,107,0.1
4174,1098,0.0974
4174,683,0.0915
4174,571,0.0908
4175,5141,0.3822
4175,5381,0.3791
4175,4034,0.3725
4175,6123,0.3498
4175,1179,0.3358
4175,7012,0.3079
4175,7263,0.2894
4175,6318,0.2871
4175,633,0.2833
4175,7476,0.2427
4176,1433,0.2398
4176,2216,0.2307
4176,1551,0.2005
4176,5726,0.199
4176,1345,0.1974
4176,926,0.1964
4176,811,0.1964
4176,2530,0.1784
4176,1508,0.1776
4176,1028,0.1738
4177,3279,0.3247
4177,9045,0.3096
4177,5590,0.3046
4177,6556,0.2993
4177,5767,0.2972
4177,6498,0.2841
4177,1921,0.2726
4177,5003,0.2628
4177,9151,0.2479
4177,9239,0.2308
4178,2037,0.2411
4178,1076,0.2335
4178,4563,0.2326
4178,1028,0.2045
4178,320,0.2025
4178,1174,0.1924
4178,2307,0.1754
4178,1220,0.1749
4178,1539,0.1736
4178,926,0.1694
4179,2758,0.4746
4179,2851,0.4096
4179,803,0.2934
4179,7966,0.2908
4179,1352,0.2871
4179,6108,0.2816
4179,1828,0.2778
4179,810,0.2778
4179,893,0.2611
4179,3944,0.2609
4180,1287,0.3768
4180,6850,0.3536
4180,4375,0.3478
4180,3279,0.3448
4180,2260,0.3336
4180,4709,0.3306
4180,3151,0.3198
4180,8771,0.2874
4180,3988,0.2808
4180,1775,0.2593
4181,5317,0.7283
4181,2156,0.5878
4181,5356,0.2396
4181,4726,0.2095
4181,4266,0.2029
4181,7149,0.1843
4181,729,0.1841
4181,1484,0.1822
4181,2693,0.1765
4181,1191,0.1755
4182,3291,0.7174
4182,2385,0.6137
4182,5554,0.5205
4182,7258,0.4118
4182,5498,0.2933
4182,8651,0.2867
4182,9019,0.2749
4182,9922,0.2716
4182,528,0.1664
4182,1918,0.1659
4183,6898,0.1848
4183,7838,0.1665
4183,95,0.1164
4183,427,0.104
4183,3699,0.1009
4183,3719,0.0967
4183,4963,0.0898
4183,5840,0.0842
4183,706,0.0814
4183,390,0.0804
4184,2743,0.1781
4184,5484,0.1656
4184,4739,0.1638
4184,3932,0.1614
4184,5333,0.1596
4184,2110,0.1595
4184,4061,0.1541
4184,4097,0.1505
4184,3679,0.1501
4184,753,0.1438
4185,7705,0.6492
4185,8991,0.5857
4185,7136,0.3412
4185,2562,0.2953
4185,812,0.2674
4185,5888,0.2579
4185,6464,0.2558
4185,1702,0.2535
4185,1219,0.2384
4185,1983,0.2337
4186,3499,0.3859
4186,5268,0.3717
4186,406,0.2916
4186,6586,0.2523
4186,5606,0.237
4186,7861,0.2295
4186,7862,0.225
4186,2022,0.2245
4186,4792,0.2151
4186,5413,0.2126
4187,5570,0.408
4187,5577,0.2663
4187,1132,0.2627
4187,4795,0.2441
4187,3804,0.2417
4187,1292,0.2166
4187,5612,0.2086
4187,1974,0.1844
4187,1829,0.1831
4187,799,0.1821
4188,3790,0.3206
4188,1639,0.2744
4188,853,0.1433
4188,707,0.1383
4188,1061,0.1382
4188,5020,0.133
4188,263,0.1325
4188,2068,0.1317
4188,2985,0.1317
4188,241,0.1302
4189,5798,0.1362
4189,3356,0.0742
4189,4171,0.0718
4189,67,0.0615
4189,11,0.058
4189,33,0.0575
4189,6723,0.056
4189,5703,0.0509
4189,26,0.0507
4189,47,0.0506
4190,8275,0.6272
4190,9103,0.6018
4190,3182,0.4314
4190,1801,0.3955
4190,4101,0.3799
4190,4608,0.3772
4190,1918,0.375
4190,4459,0.3703
4190,3137,0.3204
4190,7238,0.3199
4191,4262,0.2468
4191,4702,0.2302
4191,2548,0.2283
4191,1992,0.1912
4191,680,0.1898
4191,3423,0.1787
4191,1507,0.1708
4191,4518,0.1676
4191,4364,0.1648
4191,1684,0.1499
4192,4251,0.7365
4192,5928,0.6971
4192,3340,0.6931
4192,3477,0.6292
4192,5290,0.603
4192,1993,0.5955
4192,1633,0.5409
4192,1533,0.5174
4192,2604,0.4548
4192,4579,0.4531
4193,5875,0.7595
4193,2293,0.5845
4193,1997,0.1829
4193,393,0.1824
4193,752,0.1786
4193,1022,0.1627
4193,4599,0.1536
4193,3563,0.1516
4193,1000,0.1501
4193,3677,0.1436
4194,3663,0.8841
4194,3497,0.8338
4194,3536,0.8334
4194,3648,0.6673
4194,2608,0.6624
4194,3177,0.6036
4194,2783,0.5988
4194,3244,0.5933
4194,1863,0.5909
4194,2623,0.5861
4195,2532,0.6997
4195,5974,0.5469
4195,506,0.3436
4195,423,0.3256
4195,1062,0.3071
4195,206,0.2715
4195,5712,0.2625
4195,2179,0.2023
4195,8869,0.1638
4195,6478,0.143
4196,2032,0.1332
4196,1061,0.123
4196,9702,0.1178
4196,7714,0.1144
4196,386,0.1071
4196,6427,0.0906
4196,681,0.0897
4196,3390,0.0876
4196,4525,0.0854
4196,5500,0.0852
4197,5809,0.0849
4197,284,0.0719
4197,94,0.07
4197,35,0.0606
4197,1432,0.0601
4197,130,0.0597
4197,233,0.0594
4197,8524,0.0592
4197,323,0.0582
4197,350,0.057
4198,5170,0.7176
4198,3422,0.6943
4198,5821,0.6574
4198,7999,0.5789
4198,4637,0.3279
4198,3107,0.3246
4198,6001,0.3077
4198,4741,0.2981
4198,812,0.2953
4198,2779,0.2946
4199,4927,0.912
4199,4280,0.8246
4199,8784,0.5301
4199,9310,0.5139
4199,5846,0.4992
4199,3843,0.455
4199,6961,0.4017
4199,9449,0.4006
4199,5441,0.3605
4199,9475,0.3001
4200,9668,0.6074
4200,4961,0.2233
4200,9504,0.1925
4200,1728,0.1357
4200,2218,0.1294
4200,746,0.1293
4200,1731,0.1281
4200,1546,0.1267
4200,1356,0.1248
4200,562,0.1205
4201,7853,0.2917
4201,4649,0.2852
4201,2409,0.2808
4201,4847,0.2772
4201,1875,0.2736
4201,8478,0.2566
4201,3353,0.2537
4201,1635,0.2524
4201,7364,0.246
4201,3376,0.2428
4202,4509,0.3846
4202,5116,0.1395
4202,3903,0.129
4202,2337,0.1221
4202,9720,0.1211
4202,7756,0.1181
4202,3124,0.105
4202,4426,0.1032
4202,1797,0.1024
4202,520,0.1019
4203,3347,0.1202
4203,9130,0.104
4203,4470,0.1022
4203,393,0.0933
4203,2941,0.0893
4203,995,0.0871
4203,460,0.0841
4203,750,0.084
4203,9007,0.0838
4203,1505,0.0832
4204,5224,0.7157
4204,2201,0.6034
4204,7776,0.5712
4204,3617,0.2339
4204,4559,0.2129
4204,2488,0.2115
4204,9056,0.2109
4204,4223,0.1949
4204,875,0.1881
4204,8391,0.179
4205,4943,0.2437
4205,7639,0.1562
4205,7327,0.1248
4205,3928,0.1056
4205,4866,0.0963
4205,3377,0.092
4205,9908,0.0817
4205,5386,0.0815
4205,5009,0.0812
4205,213,0.0804
4206,4812,0.6765
4206,3658,0.6556
4206,3575,0.5831
4206,5898,0.5585
4206,3662,0.5509
4206,4245,0.5479
4206,5718,0.5351
4206,4869,0.5211
4206,2541,0.5209
4206,6656,0.5065
4207,5633,0.7266
4207,3624,0.7145
4207,6562,0.7114
4207,5622,0.6616
4207,2891,0.6412
4207,2200,0.6352
4207,2427,0.6316
4207,8123,0.6298
4207,2756,0.6225
4207,2531,0.5999
4208,9490,0.3955
4208,1293,0.1575
4208,3221,0.143
4208,2064,0.1393
4208,1020,0.127
4208,1738,0.1173
4208,808,0.1113
4208,1452,0.1109
4208,7104,0.1078
4208,5066,0.1071
4209,5013,0.5111
4209,3851,0.4886
4209,4915,0.4849
4209,6851,0.4472
4209,2989,0.4177
4209,7742,0.3993
4209,7316,0.3598
4209,5162,0.3457
4209,3671,0.3176
4209,1826,0.3113
4210,5323,0.7242
4210,5324,0.6969
4210,5912,0.681
4210,6970,0.6571
4210,7346,0.6446
4210,2591,0.6125
4210,1070,0.3443
4210,1945,0.3432
4210,1891,0.3424
4210,1946,0.3325
4211,4971,0.0939
4211,4153,0.0879
4211,3104,0.0867
4211,1035,0.0748
4211,968,0.071
4211,1404,0.0625
4211,3685,0.0613
4211,8464,0.0604
4211,5180,0.0591
4211,4051,0.0577
4212,5289,0.4336
4212,4247,0.3564
4212,5043,0.3436
4212,7527,0.3118
4212,3647,0.3094
4212,5240,0.2798
4212,1882,0.2746
4212,5082,0.2708
4212,1744,0.2707
4212,2602,0.2695
4213,7666,0.5607
4213,2300,0.2363
4213,1029,0.2135
4213,5674,0.2113
4213,9775,0.207
4213,6817,0.2045
4213,6720,0.1998
4213,1199,0.1967
4213,6171,0.1807
4213,5113,0.177
4214,1369,0.2206
4214,5020,0.2168
4214,4094,0.1636
4214,707,0.1619
4214,2985,0.1598
4214,6972,0.1535
4214,3790,0.1502
4214,853,0.1423
4214,2068,0.1421
4214,241,0.1391
4215,4891,0.9003
4215,4941,0.89
4215,2947,0.7144
4215,2239,0.6879
4215,1396,0.5931
4215,8317,0.5585
4215,8388,0.2837
4215,5329,0.2675
4215,7274,0.2493
4215,6845,0.2481
4216,9938,0.3636
4216,2423,0.3266
4216,4031,0.3134
4216,4979,0.311
4216,3036,0.2973
4216,5412,0.2912
4216,2923,0.2885
4216,9546,0.2823
4216,3883,0.2792
4216,1153,0.2635
4217,2228,0.2355
4217,6392,0.1675
4217,4783,0.1586
4217,1800,0.1425
4217,4015,0.1417
4217,3243,0.1412
4217,5192,0.1236
4217,974,0.1233
4217,729,0.1107
4217,592,0.1076
4218,5445,0.665
4218,2069,0.5695
4218,1735,0.3368
4218,6109,0.3078
4218,2075,0.2992
4218,8211,0.2859
4218,5517,0.2429
4218,6121,0.2116
4218,509,0.1882
4218,761,0.1858
4219,3346,0.3091
4219,1114,0.2361
4219,5915,0.2131
4219,3088,0.1922
4219,6909,0.191
4219,8564,0.1891
4219,961,0.1859
4219,1771,0.17
4219,5931,0.1664
4219,2499,0.1643
4220,9232,0.3074
4220,1312,0.2846
4220,9632,0.2101
4220,3581,0.1964
4220,1657,0.1763
4220,8071,0.1719
4220,1797,0.1505
4220,658,0.1401
4220,2079,0.139
4220,1121,0.1328
4221,9857,0.3226
4221,1250,0.3074
4221,8212,0.2794
4221,2328,0.205
4221,284,0.1859
4221,2703,0.1562
4221,1329,0.1495
4221,1571,0.1459
4221,1570,0.1453
4221,350,0.1309
4222,5961,0.3326
4222,7538,0.2987
4222,8316,0.2967
4222,6876,0.2003
4222,3023,0.1087
4222,446,0.0659
4222,54,0.0638
4222,5123,0.0623
4222,671,0.0622
4222,478,0.0612
4223,4562,0.6629
4223,4076,0.6327
4223,3271,0.5513
4223,875,0.4545
4223,3617,0.279
4223,4559,0.2433
4223,2488,0.2308
4223,4580,0.2163
4223,4204,0.1949
4223,756,0.1905
4224,5638,0.7629
4224,5896,0.7368
4224,5137,0.6902
4224,3150,0.6731
4224,6208,0.6677
4224,5021,0.6398
4224,6739,0.6112
4224,4023,0.5957
4224,4077,0.5915
4224,7203,0.5834
4225,3103,0.0981
4225,5640,0.0811
4225,277,0.0724
4225,1810,0.072
4225,4987,0.0684
4225,2080,0.0683
4225,9595,0.0624
4225,3822,0.0599
4225,3435,0.0595
4225,6241,0.0589
4226,2377,0.7252
4226,1413,0.5538
4226,1651,0.221
4226,1170,0.2127
4226,1002,0.1902
4226,632,0.1829
4226,713,0.1763
4226,1118,0.1672
4226,2983,0.1637
4226,774,0.1625
4227,2270,0.188
4227,2054,0.1865
4227,4977,0.1797
4227,1718,0.1751
4227,5023,0.1738
4227,120,0.1374
4227,1879,0.1281
4227,1221,0.1171
4227,156,0.11
4227,694,0.1068
4228,6611,0.686
4228,4881,0.6793
4228,6606,0.6349
4228,5879,0.6189
4228,7014,0.5987
4228,1886,0.5979
4228,5752,0.5947
4228,7027,0.5469
4228,4494,0.2449
4228,8880,0.2184
4229,3230,0.5634
4229,4410,0.493
4229,9055,0.3301
4229,8272,0.2222
4229,466,0.1758
4229,9821,0.1252
4229,9838,0.1035
4229,2655,0.0928
4229,2191,0.0817
4229,19,0.0773
4230,6133,0.7629
4230,4458,0.7419
4230,5504,0.73
4230,5946,0.698
4230,5136,0.6953
4230,6792,0.626
4230,2968,0.6211
4230,4665,0.6148
4230,5390,0.5787
4230,1397,0.2028
4231,6835,0.544
4231,8590,0.2833
4231,4586,0.2636
4231,5123,0.2156
4231,8719,0.1298
4231,9574,0.1292
4231,4290,0.1246
4231,823,0.1192
4231,1565,0.1135
4231,1892,0.1132
4232,7407,0.3376
4232,424,0.171
4232,3406,0.1651
4232,5777,0.1553
4232,2259,0.1457
4232,258,0.1119
4232,982,0.0886
4232,6496,0.0763
4232,457,0.0762
4232,413,0.0741
4233,5221,0.7099
4233,1175,0.523
4233,7020,0.5215
4233,3593,0.4414
4233,1452,0.3878
4233,1791,0.2521
4233,8378,0.1912
4233,3132,0.1875
4233,5989,0.1775
4233,9462,0.1643
4234,5048,0.8117
4234,5383,0.8115
4234,5194,0.8006
4234,5372,0.8002
4234,2684,0.6665
4234,4087,0.3398
4234,7308,0.3361
4234,2278,0.3252
4234,7295,0.3194
4234,7558,0.3114
4235,1647,0.637
4235,1372,0.6262
4235,3538,0.6149
4235,1787,0.5672
4235,2033,0.4675
4235,8447,0.4646
4235,2588,0.461
4235,4676,0.4527
4235,7043,0.4513
4235,8263,0.4469
4236,4042,0.2101
4236,245,0.1836
4236,2049,0.1825
4236,1742,0.1818
4236,2976,0.1803
4236,1916,0.1775
4236,1825,0.1724
4236,5860,0.1723
4236,5114,0.1677
4236,3304,0.1625
4237,4363,0.3459
4237,3456,0.3101
4237,407,0.2169
4237,3588,0.1806
4237,697,0.1802
4237,2037,0.0985
4237,6990,0.0982
4237,143,0.0972
4237,1144,0.0969
4237,146,0.0953
4238,8801,0.4658
4238,5948,0.4567
4238,4510,0.4354
4238,7749,0.3871
4238,5935,0.362
4238,5808,0.3495
4238,570,0.1062
4238,1908,0.0906
4238,499,0.0899
4238,284,0.087
4239,1462,0.1863
4239,4873,0.1853
4239,983,0.179
4239,1539,0.1759
4239,673,0.1561
4239,6033,0.1475
4239,1688,0.1402
4239,2037,0.1386
4239,2700,0.1382
4239,3952,0.1362
4240,5665,0.4969
4240,5861,0.4919
4240,1741,0.4616
4240,2235,0.4453
4240,6684,0.4411
4240,3229,0.4299
4240,7208,0.4271
4240,6512,0.4252
4240,4728,0.4231
4240,5858,0.4216
4241,6930,0.6267
4241,8769,0.5217
4241,6205,0.4514
4241,4008,0.4373
4241,9041,0.3935
4241,5021,0.3929
4241,4224,0.3676
4241,7445,0.3421
4241,5137,0.3419
4241,4365,0.3305
4242,4535,0.4948
4242,1772,0.3701
4242,6311,0.3633
4242,5069,0.3468
4242,6495,0.3139
4242,2523,0.3104
4242,3402,0.2634
4242,497,0.2529
4242,5152,0.2363
4242,3242,0.2357
4243,3354,0.5396
4243,4532,0.5049
4243,2510,0.4738
4243,6577,0.33
4243,764,0.3275
4243,3729,0.3164
4243,1537,0.2356
4243,2710,0.2276
4243,1501,0.2113
4243,7107,0.2104
4244,6119,0.2174
4244,456,0.2068
4244,2257,0.2014
4244,3916,0.1791
4244,2380,0.1617
4244,1580,0.1588
4244,6438,0.145
4244,6535,0.1408
4244,7386,0.1363
4244,7055,0.1267
4245,3662,0.6175
4245,3575,0.6156
4245,4053,0.5877
4245,2541,0.565
4245,4812,0.5643
4245,4206,0.5479
4245,3658,0.5357
4245,5878,0.5147
4245,5898,0.5134
4245,6841,0.5059
4246,2390,0.7235
4246,536,0.1589
4246,1472,0.1453
4246,1022,0.1411
4246,842,0.1383
4246,1264,0.1367
4246,752,0.1316
4246,1308,0.1304
4246,2116,0.1287
4246,393,0.1271
4247,3647,0.6015
4247,5289,0.5936
4247,3380,0.477
4247,1882,0.4751
4247,5240,0.4558
4247,2602,0.4511
4247,1744,0.4016
4247,5043,0.3949
4247,4212,0.3564
4247,5082,0.3494
4248,4038,0.5366
4248,6511,0.4827
4248,1619,0.4518
4248,3030,0.4398
4248,3095,0.4356
4248,6403,0.3615
4248,6717,0.3579
4248,2956,0.3562
4248,3759,0.3415
4248,1754,0.3389
4249,3503,0.4769
4249,3211,0.455
4249,4141,0.3968
4249,6506,0.3553
4249,7695,0.3195
4249,1468,0.2457
4249,8739,0.2451
4249,269,0.2058
4249,9131,0.1697
4249,3516,0.1098
4250,3519,0.171
4250,8107,0.1639
4250,2875,0.1597
4250,899,0.0685
4250,3400,0.0684
4250,172,0.0677
4250,33,0.0605
4250,401,0.0591
4250,148,0.0589
4250,664,0.0584
4251,5928,0.7513
4251,4192,0.7365
4251,3340,0.7151
4251,5290,0.5932
4251,3477,0.5824
4251,1993,0.568
4251,2604,0.5251
4251,1533,0.5203
4251,1633,0.5194
4251,2347,0.4933
4252,6894,0.5044
4252,1865,0.2957
4252,9826,0.2927
4252,2912,0.2858
4252,8823,0.2782
4252,7419,0.2544
4252,9459,0.2489
4252,1855,0.2431
4252,8560,0.2365
4252,2694,0.2359
4253,4027,0.8435
4253,5263,0.7829
4253,3197,0.7591
4253,5905,0.7456
4253,5826,0.7337
4253,6336,0.6827
4253,7088,0.6423
4253,8250,0.5114
4253,501,0.3481
4253,7995,0.3114
4254,7193,0.3158
4254,6958,0.16
4254,262,0.1441
4254,235,0.1378
4254,267,0.1363
4254,5916,0.1346
4254,112,0.1296
4254,438,0.1273
4254,4547,0.1241
4254,313,0.123
4255,1472,0.5695
4255,3241,0.3052
4255,1668,0.2851
4255,1308,0.2809
4255,5842,0.2757
4255,2167,0.2616
4255,2626,0.2567
4255,1737,0.2454
4255,842,0.2291
4255,1264,0.2288
4256,4541,0.3101
4256,1738,0.1576
4256,2495,0.144
4256,5036,0.1328
4256,5452,0.1295
4256,7943,0.123
4256,4214,0.1194
4256,4094,0.115
4256,3439,0.1133
4256,3221,0.1133
4257,4914,0.8787
4257,5168,0.8679
4257,3393,0.7941
4257,3500,0.7902
4257,6581,0.7756
4257,2808,0.7535
4257,2654,0.7166
4257,6744,0.6985
4257,2416,0.6925
4257,7464,0.678
4258,9417,0.355
4258,4649,0.2958
4258,1635,0.2909
4258,5056,0.2776
4258,1939,0.2719
4258,3922,0.2641
4258,4982,0.2635
4258,6618,0.2597
4258,5400,0.2589
4258,2731,0.2576
4259,4172,0.4884
4259,3097,0.4842
4259,5818,0.4338
4259,6942,0.3911
4259,3605,0.3851
4259,3258,0.3772
4259,5006,0.3729
4259,3213,0.3714
4259,1612,0.365
4259,2372,0.3606
4260,680,0.142
4260,1188,0.1282
4260,1992,0.1219
4260,8946,0.1217
4260,260,0.1205
4260,4364,0.1199
4260,4059,0.1176
4260,315,0.1163
4260,582,0.1146
4260,2414,0.1143
4261,6697,0.3708
4261,2907,0.364
4261,5028,0.3617
4261,728,0.2649
4261,1984,0.2536
4261,844,0.243
4261,7858,0.2261
4261,4575,0.2219
4261,3303,0.2192
4261,8648,0.2173
4262,680,0.3225
4262,3423,0.3193
4262,4702,0.2649
4262,6398,0.2521
4262,1684,0.2476
4262,2660,0.2472
4262,4191,0.2468
4262,2548,0.2318
4262,4501,0.2158
4262,1507,0.2099
4263,4860,0.7173
4263,4771,0.6891
4263,4379,0.6675
4263,2400,0.6434
4263,5975,0.6206
4263,3668,0.591
4263,8171,0.5239
4263,7722,0.5137
4263,7625,0.5041
4263,8397,0.5029
4264,4980,0.7293
4264,7114,0.7081
4264,3272,0.5734
4264,1475,0.488
4264,1933,0.4742
4264,3438,0.3917
4264,2033,0.3875
4264,2292,0.3683
4264,3093,0.3477
4264,5002,0.3385
4265,2368,0.3255
4265,8731,0.3128
4265,3284,0.3125
4265,1762,0.3034
4265,2087,0.2984
4265,1675,0.2908
4265,5737,0.2886
4265,3787,0.2799
4265,2820,0.278
4265,4639,0.2704
4266,5356,0.7346
4266,6558,0.4996
4266,4361,0.2698
4266,4726,0.2518
4266,7149,0.2494
4266,1191,0.2411
4266,1881,0.2332
4266,914,0.2169
4266,2693,0.2115
4266,3541,0.2098
4267,5856,0.711
4267,6111,0.6214
4267,9466,0.5122
4267,5223,0.3127
4267,2868,0.291
4267,750,0.2666
4267,5190,0.2418
4267,589,0.2359
4267,4409,0.2319
4267,1169,0.2317
4268,6446,0.2959
4268,4863,0.189
4268,6375,0.0964
4268,6713,0.0879
4268,142,0.0748
4268,3028,0.0744
4268,496,0.0683
4268,2798,0.0664
4268,4798,0.0662
4268,3109,0.0648
4269,3461,0.5004
4269,3784,0.4904
4269,7094,0.4889
4269,3490,0.4881
4269,2113,0.4613
4269,3005,0.37
4269,2791,0.3027
4269,1831,0.2912
4269,5669,0.2751
4269,2180,0.2724
4270,8403,0.1487
4270,6156,0.1355
4270,4695,0.1231
4270,4727,0.1223
4270,2342,0.1223
4270,1113,0.122
4270,7606,0.1158
4270,4485,0.1141
4270,772,0.1115
4270,4330,0.11
4271,2877,0.3208
4271,1108,0.2974
4271,2209,0.2817
4271,1717,0.2682
4271,2490,0.2574
4271,792,0.2185
4271,1120,0.2129
4271,2078,0.2084
4271,1320,0.207
4271,2158,0.207
4272,4735,0.3749
4272,8130,0.2036
4272,2753,0.1697
4272,7677,0.1541
4272,4035,0.1527
4272,9815,0.1335
4272,4389,0.1229
4272,5745,0.1154
4272,8048,0.1127
4272,7060,0.1106
4273,3022,0.2744
4273,1367,0.2112
4273,646,0.1568
4273,531,0.1553
4273,341,0.115
4273,3818,0.109
4273,984,0.1049
4273,8916,0.1028
4273,154,0.1009
4273,1280,0.1005
4274,383,0.1145
4274,4391,0.1015
4274,2379,0.1012
4274,1102,0.093
4274,2233,0.0851
4274,1083,0.0846
4274,238,0.0832
4274,4137,0.0782
4274,2363,0.0738
4274,221,0.0699
4275,4445,0.7302
4275,3120,0.6408
4275,2230,0.5878
4275,2125,0.5424
4275,4650,0.1777
4275,5463,0.164
4275,4534,0.1483
4275,1591,0.1371
4275,1196,0.1312
4275,593,0.1167
4276,5337,0.7804
4276,4627,0.7533
4276,4700,0.7369
4276,3688,0.7125
4276,5920,0.6862
4276,3750,0.6466
4276,6686,0.6151
4276,4703,0.5792
4276,7122,0.5036
4276,1448,0.5029
4277,1896,0.3011
4277,5988,0.2875
4277,639,0.2495
4277,1207,0.2424
4277,4535,0.2119
4277,5069,0.1856
4277,2990,0.1762
4277,3402,0.1708
4277,497,0.17
4277,4242,0.1628
4278,5165,0.6733
4278,6741,0.6517
4278,4926,0.6222
4278,8042,0.5188
4278,7168,0.5103
4278,2949,0.5054
4278,7156,0.5013
4278,6540,0.4947
4278,6020,0.4521
4278,9869,0.4374
4279,5338,0.6732
4279,1095,0.5083
4279,2265,0.1333
4279,6263,0.1328
4279,685,0.1306
4279,187,0.1256
4279,519,0.1254
4279,1820,0.1245
4279,166,0.1094
4279,486,0.1082
4280,4927,0.8477
4280,4199,0.8246
4280,5846,0.5569
4280,8784,0.5033
4280,9310,0.4984
4280,3843,0.4429
4280,6961,0.3909
4280,9449,0.3723
4280,5441,0.348
4280,9475,0.2766
4281,5248,0.7794
4281,3984,0.772
4281,3738,0.7064
4281,5902,0.6861
4281,6459,0.6819
4281,3183,0.673
4281,7447,0.6283
4281,2083,0.5861
4281,8458,0.3377
4281,3926,0.3366
4282,2011,0.3874
4282,1645,0.3751
4282,8874,0.3662
4282,1389,0.3084
4282,1236,0.2919
4282,951,0.2906
4282,2494,0.2792
4282,1124,0.2769
4282,854,0.2763
4282,484,0.2565
4283,1894,0.159
4283,3574,0.1403
4283,2793,0.1154
4283,2046,0.1131
4283,5817,0.1118
4283,1268,0.1109
4283,4098,0.1107
4283,3401,0.1098
4283,78,0.1094
4283,1430,0.1046
4284,9123,0.2427
4284,2131,0.1774
4284,2177,0.1754
4284,5009,0.1637
4284,2982,0.158
4284,177,0.1428
4284,3139,0.1419
4284,6392,0.1386
4284,485,0.1225
4284,1364,0.12
4285,771,0.1073
4285,870,0.0975
4285,2651,0.0955
4285,2834,0.0932
4285,3307,0.0911
4285,3570,0.0902
4285,687,0.0891
4285,2481,0.088
4285,217,0.084
4285,8121,0.0826
4286,5756,0.4439
4286,9233,0.4222
4286,2375,0.349
4286,2066,0.3462
4286,8849,0.3392
4286,2203,0.2908
4286,989,0.2878
4286,2517,0.2577
4286,6869,0.2387
4286,3857,0.2247
4287,7654,0.75
4287,8552,0.7434
4287,5691,0.7239
4287,8680,0.7103
4287,9617,0.5713
4287,6142,0.468
4287,4919,0.4156
4287,9301,0.3552
4287,6222,0.3383
4287,9316,0.1822
4288,5574,0.1928
4288,586,0.1423
4288,4497,0.1233
4288,7497,0.1199
4288,234,0.0968
4288,47,0.0904
4288,1944,0.0904
4288,1324,0.089
4288,4069,0.0874
4288,3160,0.0849
4289,4542,0.9167
4289,3918,0.9047
4289,4632,0.8961
4289,3614,0.891
4289,4548,0.8757
4289,3286,0.8567
4289,5030,0.8472
4289,5243,0.82
4289,6823,0.7392
4289,8465,0.6726
4290,6017,0.5303
4290,5509,0.4734
4290,7855,0.4555
4290,9389,0.4315
4290,8640,0.3301
4290,5123,0.2304
4290,4586,0.2195
4290,1058,0.1866
4290,671,0.1817
4290,4779,0.1681
4291,3813,0.2409
4291,1486,0.1475
4291,346,0.1431
4291,9044,0.1334
4291,2648,0.1315
4291,518,0.1139
4291,1253,0.1072
4291,257,0.1042
4291,792,0.0978
4291,1108,0.0942
4292,4893,0.3253
4292,3939,0.2232
4292,4780,0.1967
4292,6832,0.1947
4292,4723,0.1932
4292,5208,0.1911
4292,3320,0.1767
4292,1777,0.174
4292,3181,0.1728
4292,3041,0.1716
4293,5316,0.7959
4293,5814,0.7478
4293,4901,0.7184
4293,7596,0.7
4293,5721,0.6158
4293,9140,0.6118
4293,7818,0.6055
4293,1779,0.5924
4293,3408,0.1936
4293,1227,0.1929
