book_id,title,authors,average_rating,v,weighted
5569,The Monkey's Paw (Oxford Bookworms),"Diane Mowat, W.W. Jacobs",3.85,326,3.9159644695894626
5570,Darkness,John Saul,3.92,226,3.889367333102899
5571,The Pursuit of Holiness,"Jerry Bridges, Foster W. Cline, Jim Fay",4.28,114,3.9361950711138123
5572,"Again the Magic (Wallflowers, #0)",Lisa Kleypas,4.05,128,3.9154760227337824
5573,Low Country,Anne Rivers Siddons,3.96,264,3.9082027837309474
5574,Revolution,Jennifer Donnelly,4.02,246,3.9259743956689386
5575,Halo: The Fall of Reach,Eric S. Nylund,4.25,155,3.9381541829870494
5576,"Ever After (The Hollows, #11)",Kim Harrison,4.45,304,4.02722985955845
5577,Audrey Rose,Frank De Felitta,3.86,248,3.8882708678447155
5578,The Nix,Nathan  Hill,4.12,284,3.955895158466576
5579,"Vanish (Firelight, #2)",Sophie Jordan,3.95,202,3.919277494424226
5580,The Calvin and Hobbes Lazy Sunday Book,Bill Watterson,4.66,267,4.061782132621161
5581,Carmilla,J. Sheridan Le Fanu,3.83,182,3.891666505573374
5582,"Drowned Wednesday (The Keys to the Kingdom, #3)",Garth Nix,3.85,260,3.913502242965082
5583,Saving Francesca,Melina Marchetta,3.97,217,3.91728138591756
5584,"Avoiding Commitment (Avoiding, #1)",K.A. Linde,3.85,254,3.878977397017784
5585,"Confessions of a Murder Suspect (Confessions, #1)","James Patterson, Maxine Paetro",3.89,190,3.9098133843265033
5586,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)","Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",4.21,288,3.982576640020845
5587,Skeletons at the Feast,Chris Bohjalian,3.99,279,3.9475209213613427
5588,"L is for Lawless (Kinsey Millhone, #12)",Sue Grafton,3.91,329,3.927395004666141
5589,Milkweed,Jerry Spinelli,4.0,204,3.915782186334326
5590,If You Give a Pig a Party,"Laura Joffe Numeroff, Felicia Bond",4.22,247,3.954751825504524
5591,"Virtual Light (Bridge, #1)",William Gibson,3.84,248,3.881269537591968
5592,American on Purpose: The Improbable Adventures of an Unlikely Patriot,Craig Ferguson,3.96,151,3.9267011797060074
5593,Always Looking Up: The Adventures of an Incurable Optimist,Michael J. Fox,3.82,163,3.903534043432299
5594,"Nine Rules to Break When Romancing a Rake (Love By Numbers, #1)",Sarah MacLean,4.08,184,3.933604984638721
5595,The Lifeboat,Charlotte Rogan,3.2,276,3.7565180804385143
5596,Quo Vadis,"Henryk Sienkiewicz, W.S. Kuniczak",4.13,218,3.9523830941447526
5597,"The Jewel (The Lone City, #1)",Amy Ewing,3.86,169,3.898034003218415
5598,"The Fire Within (The Last Dragon Chronicles, #1)",Chris d'Lacey,3.76,205,3.8660342745561302
5599,"Servant of the Empire (The Empire Trilogy, #2)","Raymond E. Feist, Janny Wurts",4.27,240,3.970018503515178
5600,"The Hollow (Sign of Seven, #2)",Nora Roberts,4.11,275,3.923326654670932
5601,Is Your Mama a Llama?,"Deborah Guarino, Steven Kellogg",4.16,287,3.9525777145386813
5602,"After We Collided (After, #2)",Anna Todd,3.73,160,3.8637747374040194
5603,"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality",Jacob Tomsky,3.54,184,3.85371053327172
5604,Confederates in the Attic: Dispatches from the Unfinished Civil War,Tony Horwitz,4.08,249,3.9296279861069108
5605,"This Book Is Full of Spiders: Seriously, Dude, Don't Touch It (John Dies at the End, #2)",David Wong,4.26,212,3.9651061413076256
5606,Dali: The Paintings,"Robert Descharnes, Gilles Néret",4.17,114,3.9416033999402047
5607,"Seven Deadly Wonders (Jack West Jr, #1)",Matthew Reilly,4.08,166,3.914890648846919
5608,"Unleashed (Ross Siblings, #1)",Cherrie Lynn,3.89,195,3.8912362979296207
5609,"Mistral's Kiss (Merry Gentry, #5)",Laurell K. Hamilton,4.03,288,3.9240055033321575
5610,The 8th Habit: From Effectiveness to Greatness,Stephen R. Covey,3.99,112,3.8927627335313835
5611,Desire Unchained (Demonica #2),Larissa Ione,4.25,198,3.9553198001469982
5612,Cold Fire / Hideaway / The Key to Midnight,"Dean Koontz, Leigh Nichols",4.16,235,3.9515419208242824
5613,"I Am Not A Serial Killer (John Cleaver, #1)",Dan Wells,3.77,194,3.8773319366532832
5614,Eight Hundred Grapes,Laura Dave,3.58,210,3.83055260054852
5615,"Welcome to the World, Baby Girl! (Elmwood Springs, #1)",Fannie Flagg,3.84,291,3.8772631554017587
5616,Filth,Irvine Welsh,3.76,196,3.860798721603289
5617,The Girls,Lori Lansens,3.79,257,3.8785342520994974
5618,"Turbo Twenty-Three (Stephanie Plum, #23)",Janet Evanovich,3.75,163,3.878223241675432
5619,The Alibi,Sandra Brown,4.03,190,3.914191987552074
5620,A Land More Kind Than Home,Wiley Cash,3.84,236,3.8922666670497827
5621,"Kristy's Great Idea (The Baby-Sitters Club, #1)",Ann M. Martin,3.94,240,3.9024271495758693
5622,"Shatterproof (The 39 Clues: Cahills vs. Vespers, #4)",Roland Smith,4.17,137,3.925163046035533
5623,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,Sheri  Fink,3.87,230,3.8967718078016076
5624,"The Fifth Woman (Kurt Wallander, #6)","Henning Mankell, Steven T. Murray",4.02,195,3.9232293176344126
5625,The Wordy Shipmates,Sarah Vowell,3.66,290,3.873779011455218
5626,Bel-Ami,"Guy de Maupassant, Douglas Parmée",3.81,159,3.906232569657737
5627,A River Runs Through It and Other Stories,Norman Maclean,4.17,297,3.946806525785289
5628,The Time in Between,"María Dueñas, Daniel Hahn",4.04,179,3.9134975947492148
5629,Paradise,Toni Morrison,3.77,295,3.8586167427252813
5630,Idoru (Bridge #2),William Gibson,3.78,246,3.8649774104624606
5631,"The Best Man (Blue Heron, #1)",Kristan Higgins,3.93,115,3.8960991897958834
5632,"Castle in the Air (Howl's Moving Castle, #2)",Diana Wynne Jones,3.93,259,3.9162212746075222
5633,"A King's Ransom (The 39 Clues: Cahills vs. Vespers, #2)",Jude Watson,4.14,158,3.9240957039098916
5634,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,Deborah Blum,4.0,164,3.9445192892528507
5635,RoomHate,Penelope Ward,4.07,190,3.905434781100932
5636,Living Dead Girl,Elizabeth Scott,3.83,169,3.9076686285797133
5637,The Dhammapada,"Anonymous, Ananda Maitreya, Thich Nhat Hanh, Balangoda Ananda Maitreya Maitreya",4.29,146,3.949798145625128
5638,"Law Man (Dream Man, #3)",Kristen Ashley,4.33,287,3.985972385021882
5639,"Deadly Decisions (Temperance Brennan, #3)",Kathy Reichs,3.93,230,3.908116911680215
5640,Rising Strong,Brené Brown,4.19,157,3.9457244302270302
5641,"Speaking from Among the Bones (Flavia de Luce, #5)",Alan Bradley,4.17,228,3.966212653939223
5642,Swimsuit,"James Patterson, Maxine Paetro",3.63,290,3.8690180783123216
5643,Through Gates of Splendor,Elisabeth Elliot,4.38,181,3.980472548698015
5644,"Dirty Red (Love Me with Lies, #2)",Tarryn Fisher,4.22,270,3.943747693954773
5645,The Darkest Part of the Forest,Holly Black,3.91,217,3.902968067374656
5646,"Dream a Little Dream (Chicago Stars, #4)",Susan Elizabeth Phillips,4.18,235,3.9367040772575472
5647,تاكسي: حواديت المشاوير,"خالد الخميسي, Khaled Al Khamissi",3.68,176,3.883814259782207
5648,The Samurai's Garden,Gail Tsukiyama,4.12,268,3.9291702551561194
5649,The Hating Game,Sally   Thorne,4.24,190,3.9543291837864754
5650,Black-Eyed Susans,Julia Heaberlin,3.78,190,3.8850012993816003
5651,"Neanderthal Seeks Human (Knitting in the City, #1)",Penny Reid,3.96,169,3.8928461280238698
5652,"Goliath (Leviathan, #3)","Scott Westerfeld, Keith Thompson",4.25,267,3.981632889202382
5653,"Reborn! Vol. 01: Reborn Arrives! (Reborn!, #1)","Akira Amano, JN Productions, Frances E. Wall",4.22,128,3.9131829706815004
5654,"Criminal (Will Trent, #6)",Karin Slaughter,4.21,251,3.9674542587456205
5655,"The Bear and the Dragon (Jack Ryan Universe, #11)",Tom Clancy,3.79,280,3.8825017328922877
5656,"W is for Wasted (Kinsey Millhone, #23)",Sue Grafton,3.86,247,3.903606305992158
5657,I'm Just Here for the Food: Food + Heat = Cooking,Alton Brown,4.21,209,3.9527944148438836
5658,All Things Wise and Wonderful,James Herriot,4.39,299,4.009070019970666
5659,Sins of the Night (Dark-Hunter #7),Sherrilyn Kenyon,4.18,277,3.964603911715232
5660,"Shades of Earth (Across the Universe, #3)",Beth Revis,4.11,250,3.94226195940894
5661,"Tehanu (Earthsea Cycle, #4)",Ursula K. Le Guin,3.89,286,3.917081961769493
5662,"Reboot (Reboot, #1)",Amy Tintera,3.92,166,3.891121800893268
5663,Hunger Makes Me a Modern Girl,Carrie Brownstein,3.88,194,3.9100758790239447
5664,Thomas Jefferson: The Art of Power,Jon Meacham,3.99,166,3.9282606258208475
5665,"Murder in Mesopotamia (Hercule Poirot, #14)",Agatha Christie,3.86,290,3.8935028773329297
5666,"Excession (Culture, #5)",Iain M. Banks,4.19,198,3.9495155485326907
5667,"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",Pearl Cleage,3.7,269,3.821580956698135
5668,"G is for Gumshoe (Kinsey Millhone, #7)",Sue Grafton,3.9,319,3.918907010299878
5669,"King and Maxwell (Sean King & Michelle Maxwell, #6)",David Baldacci,4.03,262,3.894208750289543
5670,Love's Executioner and Other Tales of Psychotherapy,Irvin D. Yalom,4.18,157,3.9427333287539126
5671,"The Magician's Apprentice (Black Magician, #0.5)",Trudi Canavan,3.94,201,3.9069118081101917
5672,"Reaper's Gale (The Malazan Book of the Fallen, #7)",Steven Erikson,4.34,262,3.972555834807327
5673,The Visitation,Frank E. Peretti,3.91,184,3.9035529432988403
5674,"Locke & Key, Vol. 3: Crown of Shadows","Joe Hill, Gabriel Rodríguez",4.41,232,4.001003526547198
5675,Leadership and Self-Deception: Getting Out of the Box,The Arbinger Institute,4.11,126,3.9314225526621813
5676,"The Garden of Rama (Rama, #3)","Arthur C. Clarke, Gentry Lee",3.76,231,3.8762965213226157
5677,"Blue-Eyed Devil (Travises, #2)",Lisa Kleypas,4.21,197,3.940040136892912
5678,Our Man in Havana,Graham Greene,3.94,236,3.9296881173074962
5679,Batman: The Black Mirror,"Scott Snyder, Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron",4.29,118,3.941013079059237
5680,Kill Me If You Can,"James Patterson, Marshall Karp",4.0,255,3.933405755272492
5681,"Killers of the Dawn (Cirque Du Freak, #9)",Darren Shan,4.22,194,3.931905173937719
5682,Tramp for the Lord,Corrie ten Boom,4.47,175,3.97743472333993
5683,If You Take a Mouse to the Movies,"Laura Joffe Numeroff, Felicia Bond",4.16,242,3.936312508291224
5684,"A Lick of Frost (Merry Gentry, #6)","Laurell K. Hamilton, Laural Merlington",4.12,290,3.931590342476098
5685,The Abyss,"Orson Scott Card, James Cameron",4.06,286,3.9279937806332996
5686,"The Witch's Daughter (The Witch's Daughter, #1)",Paula Brackston,3.54,242,3.8357711316477587
5687,The Readers of Broken Wheel Recommend,"Katarina Bivald, Alice Menzies",3.56,234,3.8348421696546753
5688,"Live by Night (Coughlin, #2)",Dennis Lehane,3.89,254,3.9005907275623004
5689,"Until I Die (Revenants, #2)",Amy Plum,4.17,168,3.920950293363945
5690,The Magic of Reality: How We Know What's Really True,"Richard Dawkins, Dave McKean",4.04,120,3.938027594049533
5691,"Remember (Redemption, #2)","Karen Kingsbury, Gary Smalley",4.41,133,3.9645300240178227
5692,"Alex Cross, Run (Alex Cross, #20)",James Patterson,4.03,270,3.914788168339383
5693,Stuff White People Like: A Definitive Guide to the Unique Taste of Millions,Christian Lander,3.76,217,3.900105403666075
5694,"Blood Magick (The Cousins O'Dwyer Trilogy, #3)",Nora Roberts,4.06,178,3.909016624120303
5695,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",Stephen R. Donaldson,3.99,293,3.9072946993433835
5696,The Brightest Star in the Sky,Marian Keyes,3.65,212,3.8552160314175157
5697,Entwined,Heather Dixon,3.87,212,3.8875366519734307
5698,"Girl Walks into a Bar . . .: Comedy Calamities, Dating Disasters, and a Midlife Miracle",Rachel Dratch,3.57,133,3.8739185871793245
5699,El coronel no tiene quien le escriba,Gabriel García Márquez,3.71,155,3.8737491803659156
5700,Waiting for the Barbarians,J.M. Coetzee,3.94,218,3.9151950801277318
5701,The Last Seven Months of Anne Frank,Willy Lindwer,4.34,145,3.9746602886460476
5702,"The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",Walter Isaacson,4.03,139,3.9086009857823143
5703,Kabul Beauty School: An American Woman Goes Behind the Veil,Deborah Rodriguez,3.63,207,3.8655065815199365
5704,To Have and Have Not,Ernest Hemingway,3.57,249,3.8330772269940585
5705,Jackdaws,Ken Follett,3.91,250,3.8863296375184277
5706,حبيبتي بكماء,محمد السالم,3.3,81,3.8370072786352236
5707,"The System of the World (The Baroque Cycle, #3)",Neal Stephenson,4.3,267,3.982323830955992
5708,"Touching Spirit Bear (Spirit Bear, #1)",Ben Mikaelsen,3.85,161,3.897425841006939
5709,The Flamethrowers,Rachel Kushner,3.46,235,3.815881636785563
5710,"Twice Tempted (Night Prince, #2)",Jeaniene Frost,4.3,241,3.993257778472249
5711,Unorthodox: The Scandalous Rejection of My Hasidic Roots,Deborah Feldman,3.67,173,3.869516944168039
5712,"The Selection Stories: The Prince & The Guard (The Selection, #0.5, 2.5)",Kiera Cass,4.03,149,3.9062794557606315
5713,Crush It!: Why Now Is the Time to Cash In on Your Passion,Gary Vaynerchuk,3.85,110,3.893371526422233
5714,Redemption Ark,Alastair Reynolds,4.13,200,3.9430683768330126
5715,"The Venetian Betrayal (Cotton Malone, #3)",Steve Berry,3.94,207,3.899385338818286
5716,"Collected Poems, 1909-1962",T.S. Eliot,4.29,260,3.975294925045204
5717,The Robe,Lloyd C. Douglas,4.2,335,3.9593593879381026
5718,Beauty and the Beast,"Walt Disney Company, Ellen Titlebaum",4.39,202,4.0017487380037675
5719,The Yonahlossee Riding Camp for Girls,Anton DiSclafani,3.34,256,3.796990378432506
5720,"Lead (Stage Dive, #3)",Kylie Scott,4.32,234,3.974133691962531
5721,"No Humans Involved (Women of the Otherworld, #7)",Kelley Armstrong,4.2,254,3.9493950223402408
5722,"Night of the Soul Stealer (The Last Apprentice / Wardstone Chronicles, #3)","Joseph Delaney, Patrick  Arrasmith",4.12,180,3.923117900862021
5723,The Gift of Fear: Survival Signals That Protect Us from Violence,Gavin de Becker,4.19,174,3.9294227870801204
5724,"Endless Summer (The Boys Next Door, #1-2)",Jennifer Echols,4.02,114,3.916879611019553
5725,"Big Nate Strikes Again (Big Nate Novels, #2)",Lincoln Peirce,4.23,99,3.9487354651314055
5726,Don't You Cry,Mary Kubica,3.57,243,3.8309683696638848
5727,"His Needs, Her Needs: Building an Affair-Proof Marriage",Willard F. Harley Jr.,4.11,122,3.9189259621766164
5728,"Dance of the Gods (Circle Trilogy, #2)",Nora Roberts,4.13,282,3.957202544308697
5729,"Nevermore (Nevermore, #1)",Kelly Creagh,3.87,213,3.8739806793530516
5730,The Blind Owl,"Sadegh Hedayat, D.P. Costello",3.99,102,3.9200009986294995
5731,Pete the Cat: I Love My White Shoes,"Eric Litwin, James Dean",4.41,136,3.9562541066190136
5732,"The Ring of Solomon (Bartimaeus, #0.5)","Jonathan Stroud, Simon  Jones",4.19,232,3.963476089033921
5733,"Welcome to Dead House (Goosebumps, #1)",R.L. Stine,3.82,175,3.874136560571539
5734,The Master Butchers Singing Club,Louise Erdrich,4.02,322,3.923728470041009
5735,"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)",Glen Cook,4.2,200,3.9575579805423513
5736,"Until Friday Night (The Field Party, #1)",Abbi Glines,4.01,170,3.906255854656452
5737,Mother of Pearl,Melinda Haynes,3.67,305,3.8521627149684288
5738,Everyone Brave is Forgiven,Chris Cleave,3.8,265,3.88958505538131
5739,The Great Train Robbery,Michael Crichton,3.84,333,3.891242503497395
5740,Safe Harbour,Danielle Steel,4.04,145,3.909014774422853
5741,The Things We Do for Love,Kristin Hannah,4.05,212,3.9105202043687477
5742,"Son of the Shadows (Sevenwaters, #2)",Juliet Marillier,4.32,236,3.9784066091524446
5743,The Key to Rebecca,Ken Follett,3.86,233,3.9061892595645706
5744,"Hard Bitten (Chicagoland Vampires, #4)",Chloe Neill,4.17,225,3.9625825663862573
5745,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,"Ina Garten, Maura McEvoy",4.26,158,3.971917567468137
5746,"Vain (The Seven Deadly, #1)",Fisher Amelie,4.25,247,3.9771717792633696
5747,At the Mountains of Madness,"H.P. Lovecraft, China Miéville, S.T. Joshi",3.93,226,3.919232937881396
5748,"Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy, #3)",Nora Roberts,4.14,278,3.9303416858963227
5749,"Veil of Midnight (Midnight Breed, #5)",Lara Adrian,4.26,199,3.9698523022856578
5750,Subterranean,James Rollins,4.01,244,3.9223599526382134
5751,I Don't Know How She Does It,Allison Pearson,3.3,235,3.803870049136301
5752,"Preacher, Volume 9: Alamo","Garth Ennis, Steve Dillon",4.33,220,3.991014268758557
5753,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky  Chambers,4.18,165,3.9334106002695366
5754,Collected Fictions,"Jorge Luis Borges, Andrew Hurley",4.58,215,4.019649738796392
5755,Valiant (Modern Faerie Tales #2),Holly Black,3.92,240,3.910876068818283
5756,The Russia House,John le Carré,3.9,262,3.912928850130075
5757,"Raised by Wolves (Raised by Wolves, #1)",Jennifer Lynn Barnes,3.94,199,3.903151802031906
5758,Promise Me (Myron Bolitar #8),Harlan Coben,3.96,281,3.929116047726413
5759,"Midnight (The Vampire Diaries: The Return, #3)",L.J. Smith,3.78,230,3.87337253105198
5760,"Dark Side of the Moon (Dark-Hunter #9, Were-Hunter #3)",Sherrilyn Kenyon,4.15,268,3.9616220952444987
5761,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts","Carol Tavris, Elliot Aronson",3.99,72,3.92447279449222
5762,Abducted (Lizzy Gardner #1),T.R. Ragan,3.94,149,3.8927384943523715
5763,Roadwork,"Richard Bachman, Stephen King",3.59,336,3.8354001718278754
5764,"Valhalla Rising (Dirk Pitt, #16)",Clive Cussler,3.92,222,3.882633730687162
5765,The Third Chimpanzee: The Evolution and Future of the Human Animal,Jared Diamond,4.04,188,3.9242982390869012
5766,The Given Day (Coughlin #1),Dennis Lehane,4.03,285,3.9026938378097364
5767,Just Me in the Tub (Mercer Mayer's Little Critter),"Gina Mayer, Mercer Mayer",4.24,240,3.9672021971010403
5768,"Crush (Crash, #3)",Nicole  Williams,4.24,242,3.9595143644397153
5769,"Deadline (Newsflesh Trilogy, #2)",Mira Grant,4.1,201,3.9308023460092723
5770,Long Lost  (Myron Bolitar #9),Harlan Coben,3.94,297,3.931914493022817
5771,"Faithless (Grant County, #5)",Karin Slaughter,4.11,190,3.92440872841174
5772,My Stroke of Insight: A Brain Scientist's Personal Journey,Jill Bolte Taylor,3.86,200,3.888732362922993
5773,"The Walking Dead, Vol. 06: This Sorrowful Life","Robert Kirkman, Charlie Adlard, Cliff Rathburn",4.32,214,3.9866723664509847
5774,Inés of My Soul,"Isabel Allende, Margaret Sayers Peden",3.9,199,3.909676850969773
5775,Cold Fire,Dean Koontz,3.75,340,3.87529913868487
5776,Frog Music,Emma Donoghue,3.13,262,3.7638613884369465
5777,An Instance of the Fingerpost,Iain Pears,3.93,297,3.9048380698183225
5778,5 cm,Donny Dhirgantoro,3.84,144,3.8659044631447608
5779,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,"Geoffrey A. Moore, Regis McKenna",4.0,122,3.939658512280279
5780,"Shugo Chara!, Vol. 1: Who Do You Want to Be? (Shugo Chara!, #1)",Peach-Pit,4.11,137,3.9069439615445285
5781,The Innocent,Harlan Coben,3.95,284,3.928578351801275
5782,Robots and Empire (Robot #4),Isaac Asimov,4.17,255,3.9508237166742894
5783,Island,Aldous Huxley,3.87,198,3.8733347460949052
5784,Your Inner Fish: A Journey into the 3.5-Billion-Year History of the Human Body,Neil Shubin,3.97,132,3.93402215998065
5785,No Exit,Jean-Paul Sartre,4.13,192,3.9471087084038525
5786,The Dip: A Little Book That Teaches You When to Quit (and When to Stick),Seth Godin,3.83,132,3.8913489907358128
5787,Are You My Mother?,Alison Bechdel,3.66,171,3.8745040187542426
5788,ABNKKBSNPLAKo?! (Mga Kwentong Chalk ni Bob Ong),Bob Ong,4.2,64,3.923987206093874
5789,The Farseer Trilogy (Farseer Trilogy #1-3),Robin Hobb,4.33,236,3.977700544053242
5790,The Blue Bistro,Elin Hilderbrand,4.0,209,3.9196842154629
5791,"Third Grave Dead Ahead (Charley Davidson, #3)",Darynda Jones,4.39,234,3.9819113911776904
5792,Identity,"Milan Kundera, Linda Asher",3.68,190,3.8842715321773387
5793,"The Heart of Betrayal (The Remnant Chronicles, #2)",Mary E. Pearson,4.32,224,3.9661164142580696
5794,First They Killed My Father: A Daughter of Cambodia Remembers,Loung Ung,4.29,160,3.963006252736408
5795,The Funhouse,"Owen  West, Dean Koontz",3.6,271,3.838363729444365
5796,The Speed of Trust: The One Thing that Changes Everything,Stephen M.R. Covey,3.97,107,3.8985607710266503
5797,You Belong To Me,Mary Higgins Clark,3.85,221,3.8903998291176816
5798,Not Without My Daughter,Betty Mahmoody,4.04,162,3.9004822174943063
5799,"The Killing Hour (Quincy & Rainie, #4)",Lisa Gardner,4.16,230,3.926552705482952
5800,"Castle Roogna (Xanth, #3)",Piers Anthony,3.87,274,3.877203658490413
5801,While My Pretty One Sleeps,Mary Higgins Clark,3.88,235,3.895016802474816
5802,Arsenic and Old Lace,Joseph Kesselring,4.14,282,3.94762858547672
5803,"Dance with a Vampire (Vampire Kisses, #4)",Ellen Schreiber,4.01,185,3.903623584957597
5804,Sometimes a Great Notion,Ken Kesey,4.24,290,3.987361273578594
5805,"Tris's Book (Circle of Magic, #2)",Tamora Pierce,4.07,326,3.952477780350931
5806,The Moral Landscape: How Science Can Determine Human Values,Sam Harris,3.9,153,3.8953103431655345
5807,The Mill River Recluse,Darcie Chan,3.55,216,3.8413072266293833
5808,Hey Nostradamus!,Douglas Coupland,3.72,176,3.880865059752715
5809,Che Guevara: A Revolutionary Life,Jon Lee Anderson,4.1,116,3.9177792799063544
5810,"The Secret Hour (Midnighters, #1)",Scott Westerfeld,3.8,272,3.874968863556157
5811,"Chosen at Nightfall (Shadow Falls, #5)",C.C. Hunter,4.37,208,3.96716652059541
5812,Like the Flowing River ,Paulo Coelho,3.93,152,3.9162480526477577
5813,"The Candy Shop War (The Candy Shop War, #1)",Brandon Mull,4.03,205,3.9172867108515175
5814,"Broken (Women of the Otherworld, #6)",Kelley Armstrong,4.19,248,3.9596844364227453
5815,"Lament: The Faerie Queen's Deception (Books of Faerie, #1)",Maggie Stiefvater,3.69,252,3.8753175176587353
5816,Why Mosquitoes Buzz in People's Ears,"Verna Aardema, Leo Dillon, Diane Dillon",4.01,270,3.935473543778947
5817,"Shopaholic to the Stars (Shopaholic, #7)",Sophie Kinsella,3.24,250,3.762579375335669
5818,High Noon,Nora Roberts,3.94,253,3.9047075145068075
5819,The Farm,Tom Rob Smith,3.53,187,3.8679275071620034
5820,Men Explain Things to Me,Rebecca Solnit,3.93,149,3.9280954491406055
5821,"Rock with Me (With Me in Seattle, #4)",Kristen Proby,4.3,212,3.975161445480577
5822,"The Prince of Mist (Niebla, #1)","Carlos Ruiz Zafón, Lucia Graves",3.66,177,3.8706382380775124
5823,Driving Miss Daisy,Alfred Uhry,4.24,219,3.9760003434164277
5824,"Hardpressed (Hacker, #2)",Meredith Wild,4.27,139,3.9343722281077897
5825,"Conspiracy in Death (In Death, #8)",J.D. Robb,4.35,266,3.98922580415032
5826,"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)",Alexander McCall Smith,4.07,259,3.9322012648805718
5827,"The First Four Years  (Little House, #9)","Laura Ingalls Wilder, Garth Williams",3.88,326,3.8960481182650253
5828,The Elephant Tree,R.D. Ronald,3.52,70,3.906756202945379
5829,"Bones to Ashes (Temperance Brennan, #10)",Kathy Reichs,3.92,223,3.9062333645995917
5830,Grimm's Fairy Tales,"Jacob Grimm, Wilhelm Grimm, منى الخميسي",4.14,157,3.9322644735980012
5831,The Definitive Book of Body Language,"Allan Pease, Barbara Pease",3.97,139,3.907843008066859
5832,"Between the Lines (Between the Lines, #1)",Tammara Webber,3.71,282,3.8587275391797906
5833,Never Cry Wolf,Farley Mowat,4.19,233,3.963501932033261
5834,"Tick Tock (Michael Bennett, #4)","James Patterson, Michael Ledwidge",4.03,283,3.9298963169156065
5835,Cleopatra's Daughter,Michelle Moran,4.11,211,3.924830935486672
5836,"Grave Secrets (Temperance Brennan, #5)",Kathy Reichs,3.98,232,3.9054147706171545
5837,"Shattered (The Iron Druid Chronicles, #7)",Kevin Hearne,4.28,258,3.9669173889610008
5838,"Zoe's Tale (Old Man's War, #4)",John Scalzi,3.73,237,3.867647837820227
5839,"The First Commandment (Scot Harvath, #6)",Brad Thor,4.22,194,3.948640966704946
5840,Complete Works of Oscar Wilde,"Oscar Wilde, Merlin Holland",4.45,246,4.002395905870159
5841,The New Best Recipe,"Cook's Illustrated Magazine, John Burgoyne, Carl Tremblay",4.2,134,3.96303528915971
5842,"The Rose & the Dagger (The Wrath & the Dawn, #2)",Renee Ahdieh,4.2,251,3.954878278867189
5843,The Fold,Peter Clines,3.82,219,3.8845260348335646
5844,The Nature of the Beast (Chief Inspector Armand Gamache #11),Louise Penny,4.21,250,3.957643347928831
5845,The Proper Care and Feeding of Husbands,Laura C. Schlessinger,3.71,151,3.857595793992795
5846,"Green: The Beginning and the End (The Circle, #0)",Ted Dekker,4.03,159,3.9032459348485085
5847,"Black Butler, Vol. 3 (Black Butler, #3)",Yana Toboso,4.53,146,3.97166348529187
5848,"The Crown Tower (The Riyria Chronicles, #1)",Michael J. Sullivan,4.31,255,3.9793891733732374
5849,Daytripper,"Fábio Moon, Gabriel Bá, Craig Thompson, Dave Stewart, Sean Konot",4.31,157,3.9576888361195
5850,"Club Shadowlands (Masters of the Shadowlands, #1)",Cherise Sinclair,3.99,143,3.8816725463179984
5851,The Museum of Innocence,"Orhan Pamuk, Maureen Freely",3.69,139,3.8653962560013695
5852,The Mothers,Brit Bennett,3.87,190,3.9134622203478124
5853,Faust,"Johann Wolfgang von Goethe, Walter Kaufmann",3.97,176,3.916992760113992
5854,"Faking It (Losing It, #2)",Cora Carmack,3.96,228,3.9228980192733136
5855,"Charlie Bone and the Castle of Mirrors (The Children of the Red King, #4)",Jenny Nimmo,3.89,228,3.903015891885683
5856,"Accordance (Significance, #2)",Shelly Crane,4.28,229,3.9598504793462057
5857,Bloodrose (Nightshade #3; Nightshade World #6),Andrea Cremer,4.06,210,3.9204612533572663
5858,"Cards on the Table (Hercule Poirot, #15)",Agatha Christie,3.9,260,3.900310546790674
5859,"Tales from a Not-So-Smart Miss Know-It-All (Dork Diaries, #5)",Rachel Renée Russell,4.42,96,3.9540995694919747
5860,"Ramona and Her Mother (Ramona, #5)",Beverly Cleary,4.08,293,3.9398746219660676
5861,"Appointment with Death (Hercule Poirot, #19)",Agatha Christie,3.84,274,3.8964569074761792
5862,"Natural Born Charmer (Chicago Stars, #7)",Susan Elizabeth Phillips,4.15,241,3.93626769896757
5863,The Woman Warrior,Maxine Hong Kingston,3.72,245,3.8648826777117855
5864,Three Little Kittens,"Masha, Marie Simchow Stern",4.28,279,3.983154444283292
